region_live;age;gender;activism;political_exsposure;polexsp_tiktok;polexsp_x;polexsp_ig;polexsp_yt;polexsp_newsapp;polexsp_newsconv;polexsp_peers;polexsp_peers_intensity;civspace_expression;civspace_rights;civspace_gather;civspace_discuss;civspace_critics;civspace_allabove;civspace_heard;civspace_understanding;civicspace_change;civicspace_lead_censoring;civicspace_lead_violence;civicspace_lead_presslimit;civicspace_lead_banning;civicspace_lead_repression;civicspace_lead_monopoly;civicspace_lead_accountability;civicspace_lead_allgood;civicspace_youth_union;civicspace_youth_gather;civicspace_youth_express;civicspace_youth_protect;civicspace_youth_resource;civicspace_youth_representation;civicspace_youth_chal_intimidation;civicspace_youth_chal_ban;civicspace_youth_chal_censoring;civicspace_youth_chal_unprotection;civicspace_youth_chal_safespace;civicspace_youth_chal_discrimination;civicspace_youth_chal_resource;gov_response_humanrights;gov_response_environment;gov_response_foodresource;gov_response_vulnerabelpop;gov_response_healthaccess;gov_response_eduaccess;gov_response_poverty;gov_response_inequality;gov_response_economicopp;elit_percep_national;elit_percep_local;issue_commited_voicing;issue_motiv_environment;issue_motiv_foodresources;issue_motiv_vulnerablepop;issue_motiv_humanrights;issue_motiv_healthaccess;issue_motiv_educaccess;issue_motiv_poverty;issue_motiv_inequality;issue_motiv_economicopp;issue_motiv_other;issue_motiv_text;issue_commited_resources
West;21;Perempuan;Tidak pernah;Sering;Tiktok;NA;Instagram;NA;Platform berita online (misalnya, situs web berita, aplikasi berita);NA;Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Kadang-kadang (beberapa kali dalam sebulan);NA;Ruang di mana negara melindungi hak-hak dasar seperti berserikat, berkumpul, dan berekspresi;NA;Lingkungan di mana warga negara dapat terlibat secara bebas dalam diskusi dan mengekspresikan pendapat yang beragam;Kebebasan untuk bersuara, mengkritik pemerintah, menyampaikan aspirasi melalui media sosial dan media lainnya;NA;Tidak yakin;Pernah mendengar sekilas saja;Jauh lebih tertutup;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;Penggunaan aparat keamanan untuk mengintimidasi atau membubarkan aksi damai;NA;NA;Penggunaan hukum untuk menekan aktivis atau kelompok oposisi;Konsentrasi pengambilan keputusan di tangan segelintir pemimpin;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;NA;NA;Kebebasan untuk mengekspresikan pendapat secara terbuka;NA;NA;Representasi atau perwakilan dari pendapat yang beragam;NA;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;NA;NA;Akses terbatas ke sumber daya atau dukungan untuk kegiatan yang dipimpin oleh anak muda;1;1;1;1;1;1;1;1;1;Tidak baik;Tidak baik;Kadang-kadang terlibat;Perlindungan lingkungan hidup;Ketahanan pangan dan pengelolaan sumber daya alam;Perlindungan terhadap kelompok rentan;Isu kemanusiaan dan Hak Asasi Manusia;Akses dan layanan kesehatan;Peningkatan akses dan kualitas pendidikan;Penanganan kemiskinan;Pengurangan ketimpangan sosial dan ekonomi;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;60
Central;22;Perempuan;Pernah;Sering;Tiktok;NA;Instagram;Youtube;Platform berita online (misalnya, situs web berita, aplikasi berita);Platform berita offline (misalnya, TV, radio, surat kabar);Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Kadang-kadang (beberapa kali dalam sebulan);NA;NA;NA;NA;NA;Semua hal di atas;Ya;Cukup paham;Lebih tertutup;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;Penggunaan aparat keamanan untuk mengintimidasi atau membubarkan aksi damai;NA;NA;NA;Konsentrasi pengambilan keputusan di tangan segelintir pemimpin;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;Kebebasan untuk berserikat atau membentuk kelompok;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;Akses terhadap informasi dan sumber daya;Representasi atau perwakilan dari pendapat yang beragam;NA;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;NA;NA;Akses terbatas ke sumber daya atau dukungan untuk kegiatan yang dipimpin oleh anak muda;7;7;7;6;8;8;7;8;8;Tidak baik;Sangat tidak baik;Kadang-kadang terlibat;Perlindungan lingkungan hidup;Ketahanan pangan dan pengelolaan sumber daya alam;Perlindungan terhadap kelompok rentan;Isu kemanusiaan dan Hak Asasi Manusia;Akses dan layanan kesehatan;Peningkatan akses dan kualitas pendidikan;Penanganan kemiskinan;Pengurangan ketimpangan sosial dan ekonomi;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;80
East;23;Perempuan;Pernah;Sangat sering;Tiktok;NA;Instagram;NA;NA;NA;Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Sangat sering (hampir setiap hari);NA;NA;NA;NA;NA;Semua hal di atas;Ya;Kurang paham;Jauh lebih terbuka;NA;NA;NA;NA;NA;NA;NA;Saya tidak merasa ciri-ciri tersebut di atas menggambarkan gaya kepemimpinan pemerintahan saat ini;Kebebasan untuk berserikat atau membentuk kelompok;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;Akses terhadap informasi dan sumber daya;NA;Ketakutan akan pelecehan atau intimidasi saat berkumpul secara damai;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;NA;NA;NA;9;7;10;7;7;10;9;9;8;Baik;Sangat tidak baik;Sering terlibat;NA;NA;NA;Isu kemanusiaan dan Hak Asasi Manusia;Akses dan layanan kesehatan;Peningkatan akses dan kualitas pendidikan;NA;NA;NA;NA;NA;80
West;24;Perempuan;Pernah;Sering;NA;NA;Instagram;NA;NA;NA;NA;Kadang-kadang (beberapa kali dalam sebulan);NA;NA;NA;NA;NA;Semua hal di atas;Ya;Kurang paham;Tidak berubah;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;NA;Pembatasan kebebasan pers dan akses terhadap informasi independen;Pembatasan kebebasan untuk berserikat dan membentuk organisasi;NA;Konsentrasi pengambilan keputusan di tangan segelintir pemimpin;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;NA;NA;Kebebasan untuk mengekspresikan pendapat secara terbuka;NA;Akses terhadap informasi dan sumber daya;NA;Ketakutan akan pelecehan atau intimidasi saat berkumpul secara damai;Pembatasan dalam membentuk atau bergabung dengan kelompok tertentu;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;NA;NA;NA;NA;8;8;9;8;9;9;10;8;8;Baik;Baik;Kadang-kadang terlibat;Perlindungan lingkungan hidup;Ketahanan pangan dan pengelolaan sumber daya alam;NA;Isu kemanusiaan dan Hak Asasi Manusia;NA;NA;Penanganan kemiskinan;Pengurangan ketimpangan sosial dan ekonomi;NA;NA;NA;60
West;25;Perempuan;Pernah;Sering;NA;NA;Instagram;NA;Platform berita online (misalnya, situs web berita, aplikasi berita);NA;Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Kadang-kadang (beberapa kali dalam sebulan);NA;NA;NA;NA;NA;Semua hal di atas;Ya;Kurang paham;Lebih terbuka;NA;NA;NA;NA;NA;NA;NA;Saya tidak merasa ciri-ciri tersebut di atas menggambarkan gaya kepemimpinan pemerintahan saat ini;Kebebasan untuk berserikat atau membentuk kelompok;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;Akses terhadap informasi dan sumber daya;Representasi atau perwakilan dari pendapat yang beragam;NA;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;NA;NA;NA;NA;10;10;7;5;10;10;5;5;7;Baik;Baik;Kadang-kadang terlibat;Perlindungan lingkungan hidup;NA;NA;NA;NA;NA;NA;NA;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;40
West;23;Perempuan;Pernah;Kadang-kadang;NA;NA;Instagram;NA;Platform berita online (misalnya, situs web berita, aplikasi berita);NA;NA;Kadang-kadang (beberapa kali dalam sebulan);NA;NA;NA;Lingkungan di mana warga negara dapat terlibat secara bebas dalam diskusi dan mengekspresikan pendapat yang beragam;NA;NA;Ya;Kurang paham;Lebih terbuka;NA;NA;NA;NA;NA;NA;NA;Saya tidak merasa ciri-ciri tersebut di atas menggambarkan gaya kepemimpinan pemerintahan saat ini;NA;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;NA;NA;NA;Ketakutan akan pelecehan atau intimidasi saat berkumpul secara damai;NA;NA;NA;NA;NA;NA;8;8;8;8;9;9;6;7;8;Baik;Netral;Kadang-kadang terlibat;Perlindungan lingkungan hidup;Ketahanan pangan dan pengelolaan sumber daya alam;Perlindungan terhadap kelompok rentan;Isu kemanusiaan dan Hak Asasi Manusia;NA;Peningkatan akses dan kualitas pendidikan;NA;NA;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;60
West;24;Laki-laki;Tidak pernah;Sangat sering;Tiktok;Twitter;Instagram;NA;NA;NA;NA;Sering (setidaknya sekali seminggu);Penghormatan terhadap kebebasan berserikat, berkumpul secara damai, dan berekspresi dalam kebijakan, hukum, dan praktik;Ruang di mana negara melindungi hak-hak dasar seperti berserikat, berkumpul, dan berekspresi;NA;NA;NA;NA;Ya;Cukup paham;Lebih tertutup;NA;NA;NA;Pembatasan kebebasan untuk berserikat dan membentuk organisasi;Penggunaan hukum untuk menekan aktivis atau kelompok oposisi;NA;NA;NA;Kebebasan untuk berserikat atau membentuk kelompok;NA;NA;NA;NA;Representasi atau perwakilan dari pendapat yang beragam;NA;Pembatasan dalam membentuk atau bergabung dengan kelompok tertentu;NA;NA;Tidak adanya ruang aman untuk berkumpul atau berorganisasi;NA;NA;1;2;4;3;2;2;2;3;1;Sangat tidak baik;Tidak baik;Sering terlibat;Perlindungan lingkungan hidup;Ketahanan pangan dan pengelolaan sumber daya alam;Perlindungan terhadap kelompok rentan;NA;Akses dan layanan kesehatan;Peningkatan akses dan kualitas pendidikan;Penanganan kemiskinan;Pengurangan ketimpangan sosial dan ekonomi;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;80
West;25;Perempuan;Pernah;Kadang-kadang;NA;NA;NA;NA;Platform berita online (misalnya, situs web berita, aplikasi berita);NA;NA;Kadang-kadang (beberapa kali dalam sebulan);NA;NA;NA;NA;NA;Semua hal di atas;Ya;Pernah mendengar sekilas saja;Tidak berubah;NA;NA;NA;NA;NA;NA;NA;Saya tidak merasa ciri-ciri tersebut di atas menggambarkan gaya kepemimpinan pemerintahan saat ini;NA;NA;Kebebasan untuk mengekspresikan pendapat secara terbuka;NA;NA;NA;Ketakutan akan pelecehan atau intimidasi saat berkumpul secara damai;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;NA;NA;Diskriminasi berdasarkan gender, etnis, atau agama;NA;7;7;6;8;6;5;2;3;4;Baik;Baik;Sering terlibat;NA;NA;NA;Isu kemanusiaan dan Hak Asasi Manusia;NA;NA;NA;NA;NA;NA;NA;80
West;20;Laki-laki;Pernah;Sangat sering;NA;NA;Instagram;NA;NA;NA;NA;Sering (setidaknya sekali seminggu);Penghormatan terhadap kebebasan berserikat, berkumpul secara damai, dan berekspresi dalam kebijakan, hukum, dan praktik;NA;NA;NA;NA;NA;Ya;Kurang paham;Lebih tertutup;NA;NA;Pembatasan kebebasan pers dan akses terhadap informasi independen;NA;NA;NA;NA;NA;NA;NA;NA;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;NA;NA;NA;NA;NA;NA;NA;Diskriminasi berdasarkan gender, etnis, atau agama;NA;9;8;6;7;4;8;5;6;5;Tidak baik;Tidak baik;Kadang-kadang terlibat;NA;Ketahanan pangan dan pengelolaan sumber daya alam;Perlindungan terhadap kelompok rentan;Isu kemanusiaan dan Hak Asasi Manusia;NA;NA;NA;NA;NA;NA;NA;60
West;25;Perempuan;Pernah;Kadang-kadang;Tiktok;NA;NA;NA;Platform berita online (misalnya, situs web berita, aplikasi berita);NA;Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Kadang-kadang (beberapa kali dalam sebulan);NA;NA;NA;NA;Kebebasan untuk bersuara, mengkritik pemerintah, menyampaikan aspirasi melalui media sosial dan media lainnya;NA;Tidak;Sama sekali tidak paham/tidak pernah tahu;Jauh lebih terbuka;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;NA;NA;NA;NA;NA;NA;NA;NA;NA;Kebebasan untuk mengekspresikan pendapat secara terbuka;NA;NA;NA;NA;NA;NA;NA;NA;NA;Akses terbatas ke sumber daya atau dukungan untuk kegiatan yang dipimpin oleh anak muda;5;1;5;2;8;3;2;3;2;Netral;Netral;Kadang-kadang terlibat;NA;NA;NA;NA;NA;NA;Penanganan kemiskinan;Pengurangan ketimpangan sosial dan ekonomi;NA;NA;NA;40
West;23;Perempuan;Tidak pernah;Kadang-kadang;NA;NA;Instagram;NA;Platform berita online (misalnya, situs web berita, aplikasi berita);NA;Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Kadang-kadang (beberapa kali dalam sebulan);NA;NA;NA;NA;NA;Semua hal di atas;Ya;Pernah mendengar sekilas saja;Tidak berubah;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;NA;Pembatasan kebebasan pers dan akses terhadap informasi independen;NA;NA;NA;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;Kebebasan untuk berserikat atau membentuk kelompok;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;Akses terhadap informasi dan sumber daya;Representasi atau perwakilan dari pendapat yang beragam;Ketakutan akan pelecehan atau intimidasi saat berkumpul secara damai;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;NA;NA;Diskriminasi berdasarkan gender, etnis, atau agama;NA;7;5;6;6;5;6;7;6;5;Netral;Netral;Kadang-kadang terlibat;Perlindungan lingkungan hidup;Ketahanan pangan dan pengelolaan sumber daya alam;Perlindungan terhadap kelompok rentan;Isu kemanusiaan dan Hak Asasi Manusia;Akses dan layanan kesehatan;Peningkatan akses dan kualitas pendidikan;Penanganan kemiskinan;Pengurangan ketimpangan sosial dan ekonomi;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;60
West;21;Laki-laki;Pernah;Sering;Tiktok;NA;NA;Youtube;NA;NA;NA;Sering (setidaknya sekali seminggu);NA;NA;NA;Lingkungan di mana warga negara dapat terlibat secara bebas dalam diskusi dan mengekspresikan pendapat yang beragam;NA;NA;Ya;Pernah mendengar sekilas saja;Lebih tertutup;NA;NA;NA;NA;Penggunaan hukum untuk menekan aktivis atau kelompok oposisi;NA;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;NA;NA;NA;NA;Akses terhadap informasi dan sumber daya;NA;NA;NA;NA;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;NA;NA;NA;7;5;8;8;9;4;9;3;9;Tidak baik;Baik;Sering terlibat;NA;NA;NA;NA;NA;Peningkatan akses dan kualitas pendidikan;NA;NA;NA;NA;NA;80
East;23;Laki-laki;Pernah;Kadang-kadang;NA;NA;Instagram;NA;NA;NA;NA;Kadang-kadang (beberapa kali dalam sebulan);Penghormatan terhadap kebebasan berserikat, berkumpul secara damai, dan berekspresi dalam kebijakan, hukum, dan praktik;NA;NA;NA;NA;NA;Tidak;Sama sekali tidak paham/tidak pernah tahu;Jauh lebih terbuka;NA;NA;NA;NA;NA;NA;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;Kebebasan untuk berserikat atau membentuk kelompok;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Akses terbatas ke sumber daya atau dukungan untuk kegiatan yang dipimpin oleh anak muda;1;4;8;8;10;4;6;4;4;Sangat tidak baik;Tidak baik;Sering terlibat;NA;Ketahanan pangan dan pengelolaan sumber daya alam;NA;NA;NA;NA;NA;NA;NA;NA;NA;100
West;20;Laki-laki;Pernah;Sangat sering;NA;Twitter;Instagram;NA;Platform berita online (misalnya, situs web berita, aplikasi berita);NA;Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Sangat sering (hampir setiap hari);NA;NA;NA;NA;NA;Semua hal di atas;Ya;Sangat paham;Jauh lebih terbuka;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;NA;Pembatasan kebebasan pers dan akses terhadap informasi independen;Pembatasan kebebasan untuk berserikat dan membentuk organisasi;NA;Konsentrasi pengambilan keputusan di tangan segelintir pemimpin;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;Kebebasan untuk berserikat atau membentuk kelompok;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;NA;NA;Representasi atau perwakilan dari pendapat yang beragam;NA;Pembatasan dalam membentuk atau bergabung dengan kelompok tertentu;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;NA;NA;NA;Akses terbatas ke sumber daya atau dukungan untuk kegiatan yang dipimpin oleh anak muda;10;10;10;10;10;10;10;10;10;Sangat baik;Sangat baik;Aktif dan konsisten terlibat;NA;Ketahanan pangan dan pengelolaan sumber daya alam;Perlindungan terhadap kelompok rentan;Isu kemanusiaan dan Hak Asasi Manusia;Akses dan layanan kesehatan;NA;Penanganan kemiskinan;Pengurangan ketimpangan sosial dan ekonomi;NA;NA;NA;100
West;21;Laki-laki;Pernah;Kadang-kadang;NA;NA;Instagram;NA;NA;NA;NA;Kadang-kadang (beberapa kali dalam sebulan);NA;Ruang di mana negara melindungi hak-hak dasar seperti berserikat, berkumpul, dan berekspresi;NA;NA;NA;NA;Ya;Pernah mendengar sekilas saja;Jauh lebih tertutup;NA;NA;Pembatasan kebebasan pers dan akses terhadap informasi independen;NA;NA;NA;NA;NA;Kebebasan untuk berserikat atau membentuk kelompok;NA;NA;NA;NA;NA;NA;Pembatasan dalam membentuk atau bergabung dengan kelompok tertentu;NA;NA;NA;NA;NA;8;6;9;5;7;7;8;6;9;Netral;Sangat tidak baik;Jarang terlibat;Perlindungan lingkungan hidup;Ketahanan pangan dan pengelolaan sumber daya alam;NA;NA;NA;NA;NA;NA;NA;NA;NA;100
West;23;Perempuan;Pernah;Sering;Tiktok;NA;Instagram;NA;NA;NA;NA;Sering (setidaknya sekali seminggu);NA;Ruang di mana negara melindungi hak-hak dasar seperti berserikat, berkumpul, dan berekspresi;Area publik di mana individu dapat berkumpul untuk kegiatan sosial, politik, atau budaya;NA;NA;NA;Ya;Cukup paham;Lebih terbuka;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;Penggunaan aparat keamanan untuk mengintimidasi atau membubarkan aksi damai;NA;NA;NA;NA;NA;NA;NA;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;NA;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;NA;NA;NA;Pembatasan dalam membentuk atau bergabung dengan kelompok tertentu;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;NA;NA;NA;NA;7;7;8;8;7;8;8;7;8;Baik;Netral;Kadang-kadang terlibat;Perlindungan lingkungan hidup;NA;Perlindungan terhadap kelompok rentan;NA;NA;NA;NA;NA;NA;NA;NA;100
West;23;Perempuan;Pernah;Sering;NA;NA;Instagram;NA;Platform berita online (misalnya, situs web berita, aplikasi berita);Platform berita offline (misalnya, TV, radio, surat kabar);NA;Sering (setidaknya sekali seminggu);NA;Ruang di mana negara melindungi hak-hak dasar seperti berserikat, berkumpul, dan berekspresi;NA;Lingkungan di mana warga negara dapat terlibat secara bebas dalam diskusi dan mengekspresikan pendapat yang beragam;Kebebasan untuk bersuara, mengkritik pemerintah, menyampaikan aspirasi melalui media sosial dan media lainnya;NA;Ya;Cukup paham;Lebih tertutup;NA;NA;Pembatasan kebebasan pers dan akses terhadap informasi independen;Pembatasan kebebasan untuk berserikat dan membentuk organisasi;NA;Konsentrasi pengambilan keputusan di tangan segelintir pemimpin;NA;NA;NA;NA;Kebebasan untuk mengekspresikan pendapat secara terbuka;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;NA;NA;NA;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;NA;NA;NA;7;5;8;8;8;9;8;8;7;Baik;Baik;Sering terlibat;NA;NA;NA;Isu kemanusiaan dan Hak Asasi Manusia;NA;NA;Penanganan kemiskinan;Pengurangan ketimpangan sosial dan ekonomi;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;60
West;25;Perempuan;Pernah;Kadang-kadang;NA;NA;NA;Youtube;Platform berita online (misalnya, situs web berita, aplikasi berita);NA;NA;Kadang-kadang (beberapa kali dalam sebulan);NA;NA;NA;NA;NA;Semua hal di atas;Ya;Cukup paham;Lebih terbuka;NA;NA;NA;NA;NA;NA;NA;Saya tidak merasa ciri-ciri tersebut di atas menggambarkan gaya kepemimpinan pemerintahan saat ini;NA;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;NA;Akses terhadap informasi dan sumber daya;Representasi atau perwakilan dari pendapat yang beragam;NA;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;Tidak adanya ruang aman untuk berkumpul atau berorganisasi;NA;NA;8;5;7;7;8;7;5;5;3;Netral;Netral;Kadang-kadang terlibat;NA;Ketahanan pangan dan pengelolaan sumber daya alam;NA;Isu kemanusiaan dan Hak Asasi Manusia;NA;NA;Penanganan kemiskinan;Pengurangan ketimpangan sosial dan ekonomi;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;60
